doc_id,text,corn,cotton,rice,soybean,wheat
13,"CHINA'S WHEAT CROP THREATENED BY PESTS, DISEASE Pests and disease, which destroyed 1.1 mln tonnes of wheat in China in 1986, are threatening crops on 11.64 mln hectares this year, the China Daily said.     About 14.54 mln hectares of wheat were affected in 1986.     The paper said abnormal weather conditions had encouraged the spread of wheat midges in 2.47 mln hectares in Shanxi, Henan, Sichuan, Anhui, Hebei and Jiangsu.     In Henan, Shandong and Hebei wheat aphids are affecting 4.67 mln hectares, wheat red mite 2.8 mln hectares and wheat powdery mildew 1.7 mln hectares.  REUTER &#3;",0,0,0,0,1
14,"FAO SEES LOWER GLOBAL WHEAT, GRAIN OUTPUT IN 1987 The U.N. Food and Agriculture Organisation (FAO) said global wheat and coarse grain output was likely to fall in 1987 but supplies would remain adequate to meet demand.     FAO said in its monthly food outlook bulletin total world grain output was expected to fall 38 mln tonnes to 1,353 mln in 1987, due mainly to unusually high winter losses in the Soviet Union, drought in China and reduced plantings in North America.     World cereal stocks at the end of 1986/87 were forecast to rise 47 mln tonnes to a record 452 mln tonnes, softening the impact of reduced production. But stocks are unevenly distributed, with about 50 pct held by the U.S.     ""Thus the food security prospects in 1987/88 for many developing countries, particularly in Africa, depend crucially on the outcome of this year's harvests,"" FAO said.     FAO said world cereal supplies in 1986/87 were estimated at a record 2,113 mln tonnes, about five pct higher than last season and due mainly to large stocks and a record 1986 harvest, estimated at 1,865 mln tonnes.     FAO's forecast of 1986/87 world cereals trade was revised upwards by eight mln tonnes to 179 mln due to the likelihood of substantial buying by China and the Soviet Union.  REUTER &#3;",0,0,0,0,1
15,"RPT - ARGENTINE GRAIN/OILSEED EXPORT PRICES ADJUSTED The Argentine Grain Board adjusted minimum export prices of grain and oilseed products in dlrs per tonne FOB, previous in brackets, as follows:     Sorghum 64 (63), sunflowerseed cake and expellers 103 (102) , pellets 101 (100), meal 99 (98), linseed oil 274 (264), groundnutseed oil 450 (445), soybean oil 300 (290), rapeseed oil 290 (280).     Sunflowerseed oil for shipment through May 323 (313) and june onwards 330 (320).     The board also adjusted export prices at which export taxes are levied in dlrs per tonne FOB, previous in brackets, as follows:     Bran pollard wheat 40 (42), pellets 42 (44).  REUTER &#3;",0,0,0,0,1
16,"BRAZILIAN SOY RAINFALL THE FOLLOWING RAINFALL WAS RECORDED IN THE 24 HOURS UP TO (1200) GMT TODAY     PARANA STATE: CASCAVEL NIL, PONTA GROSSA NIL,CAMPO MOURAO NIL, LONDRINA NIL, MARINGA NIL.     RIO GRANDO DO SUL STATE: PASSO FUNDO NIL, SANTA MARIA 7.0 MILLIMETRES, CRUZ ALTA 8.5 MM, SAO LUIZ GONZAGA 4.4 MM. REUTER &#3;",0,0,0,1,0
17,"INDIA FOODGRAIN TARGET 160 MLN TONNES IN 1987/88 India's national foodgrain target has been fixed at 160 mln tonnes in 1987/88 (Apr-Mar), unchanged from the 1986/87 target, the Agriculture Ministry said in its annual report for 1986/87.     Actual output was estimated at 151 mln tonnes in 1986/87 due to failure of monsoon rains in 15 out of 35 meterological sub-divisions of the country.     The report gave the targets for various crops with estimated harvested crops in 1986/87 in brackets as following, in mln tonnes - rice 65 (60), wheat 49 (49), coarse grains including sorghum and millets 32 (29) and pulses 14 (13).     Despite failure of monsoon rains in recent years, it was possible to maintain higher foodgrain production, signifying growing resilience in agricultural sector, the report said.     The strategy for increasing irrigation potential along with greater use of high yielding seed varieites and improvement in fertiliser efficiency is yielding results, it said, adding total foodgrain output in 1985/86, 1984/85 and 1983/84 respectively was 150.5 mln tonnes, 145.5 mln and a record 152.4 mln.    India has targeted to produce between 178 and 183 mln tonnes of foodgrains by the last year of the seventh five-year development plan ending March 31, 1990.     Taking the midpoint of 180 mln tonnes as the target and the 1986/87 estimated production of around 151 mln tonnes, the gap of 29 mln tonnes has to be made up during the remaining three years of the plan by increasing grain output annually by more than nine mln tonnes. But the target can be achieved only with good weather, the report said.     ""The major thrust programme will, therefore, be better water (irrigation) management. Simultaneously, efforts for spread of improved technology including timely use of inputs (farm materials like fertilisers) in adequate quantities have to be vigrously pursued,"" it said.  Reuter &#3;",0,0,1,0,1
18,"CERTIFICATED COTTON STOCKS Certificated cotton stocks deliverable on the New York Cotton Exchange No 2 cotton futures contract as of April 8 were reported at 34,661 bales, down 421 bales from the previous day's figure. There were no bales awaiting review and 1,218 bales awaiting decertification.  Reuter &#3;",0,1,0,0,0
19,"EGYPT BUYS PL 480 WHEAT FLOUR - U.S. TRADERS Egypt bought 125,723 tonnes of U.S. wheat flour in its PL 480 tender yesterday, trade sources said.     The purchase included 51,880 tonnes for May shipment and 73,843 tonnes for June shipment. Price details were not available.  Reuter &#3;",0,0,0,0,1
20,"YUGOSLAVIA TO TENDER FOR 100,000 TONNES WHEAT Yugoslavia will tender April 14 for 100,000 tonnes of wheat, the U.S. Agriculture Department's Counselor in Belgrade said in a field report.     The report, dated April 7, said the wheat must be from 1986 and 1987 harvest, and imports of soft wheat from Europe and from other suppliers will not be considered.     It said the imports will be used to rebuild the federal reserves and as a result will not be subject to import surcharges.  Reuter &#3;",0,0,0,0,1
21,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED French operators have requested licences to export 320,000 tonnes of free market barley, 225,000 tonnes of maize, 25,000 tonnes of free market bread-making wheat and 20,000 tonnes of feed wheat at today's EC tender, trade sources said.     For the barley, rebates of between 138 and 141.25 European currency units (Ecus) per tonne were sought, for maize they were between 129.65 and 139 Ecus, for bread-making wheat around 145 Ecus and for feed wheat around 142.45 Ecus.     Barley rebates of up to 138.50 Ecus were requested for a total of 40,000 tonnes and at 139 Ecus for 85,000 tonnes.     Rebates of up to 130 Ecus per tonne were requested for a total of 55,000 tonnes maize and up to 131 Ecus for 105,000 tonnes, the sources said.  Reuter &#3;",1,0,0,0,1
22,"BRAZIL COTTON CROP LOWER -- USDA REPORT Brazil's 1986/87 cotton crop estimate has been reduced to 710,000 from 735,000 tonnes (lint basis), the U.S. Agriculture Department's officer in Sao Paulo said in a field report.     The report, dated April 7, said the reduction is based on an expected smaller harvest in the center-south region.     The center-south crop is now estimated at 550,000 tonnes -- 25,000 tonnes below the previous estimate.     Hot, dry weather during part of January and excessive rains in some areas in February reduced yield prospects and may have affected quality, the report said.     Nearly 60 pct of the crop has been harvested in Parana and slightly less in Sao Paulo, it said. Cotton entering gins is of fairly good quality, according to trade sources, it said.  Reuter &#3;",0,1,0,0,0
23,"EC GRANTS FREE MARKET BARLEY, MAIZE EXPORTS The European Commission authorised the export of 65,000 tonnes of free market barley at today's tender at a maximum rebate of 138.75 European currency units and 55,000 tonnes of French maize at 130 Ecus, grain traders here said.     It rejected bids for breadmaking and feed wheat, they said.  Reuter &#3;",1,0,0,0,1
24,"BRAZIL SOYBEAN YIELDS SEEN AVERAGE - USDA REPORT Based on field travel in the Brazilian state of Parana, soybean yields should be about average or 2.0 to 2.2 tonnes per hectare, the U.S. Agriculture Department's officer in Sao Paulo said in a field report.     The report, dated March 24, noted Parana accounts for about 20 to 24 pct of Brazil's total soybean crop.     It said generally favorable weather from early December through February helped compensate for earlier dryness.     However, hot, dry weather during the past 20 to 30 days followed by an unseasonably brief cold spell during the second week of march has raised concern about late planted soybeans which are still immature, but the impact may be localized, the report said.     The corn crop is expected to be a record and will create serious storage problems, the report said.     Due to favorable support prices, corn area increased by more than 25 pct at the expense of soybeans, and yields are expected to be above average, it said.     Due to late plantings only about 20 pct of the corn crop crop has been harvested.     During the field trip long truck lines were noted at grain elevators where preference is given to soybeans over corn, the report said.     New crop wheat plantings are expected to decline  -- Parana accounts for about 60 pct of total production. Major reasons for the decline are expected reduced government support price and good summer crop harvests.  Reuter &#3;",1,0,0,1,1
25,"EC COMMISSION AUTHORISED TO BUY MAIZE IN JUNE The European Commission was authorised to buy up to one mln tonnes of maize into intervention stores in the second half of June, although sales into intervention normally end on April 30, Commission sources said.     They said approval was given by the EC's Cereals Management Committee because of the possible disturbance of the market due to heavy imports of maize under the agreement between the EC and the United States.     The agreement guarantees access to the Spanish market for two mln tonnes of non-EC maize a year for the next four years.     The sources said the intervention price for the maize would be 201.49 Ecus a tonne.     They said at this price it seemed unlikely that the full     They added the decision is also designed to prevent massive offers of maize for intervention just ahead of the normal April 30 deadline, which could be caused by speculation about the implementation of the accord with the United States.  Reuter &#3;",1,0,0,0,0
26,"LONDON GRAIN FREIGHT ENQUIRIES Antwerp/Libya 5,500 mt bagged flour 14 daps 24-27/4.     New Orleans/Guanta 9,387 mt bulk hss 3,000/13 days 25-4/5-5.     Naantali/Saudi Red Sea 30,000/35,000 mt barley 4,000/3,000 20-30/4 or early May.     Dunkirk/Xingang 12,000 mt bagged flour 1,500/1,700 13-20/4.     Toledo/Seaforth 17,000 mt hss offers 18.50 dlrs four days/8,000 13-15/4.     River Plate/Malaysia 20,000/22,000 long tons hss 2,000/2,000 Apr.  Reuter &#3;",0,0,0,0,1
27,"EGYPT CANCELS WHEAT TENDER Egypt has cancelled its April 2 tender for 200,000 tonnes of any origin wheat for April 15-30 shipment, trade and Egyptian official sources said.     Trade sources said the cancellation followed an offer by an Egyptian company, Islamic Corp, at 85.80 dlrs/tonne cost and freight, undercutting other traders' offers of between 93.90 and 94.49 dlrs/tonne.     An Egyptian trade official in Paris confirmed cancellation of the tender following the Islamic Corp offer, which he said the government had refused for legal reasons.     The official denied trade reports that the government might have substituted a private deal with Islamic Corp for the original tender.  Reuter &#3;",0,0,0,0,1
28,"U.S. SUPPLY/DEMAND HIGHLIGHTS Following are highlights of the U.S. Agriculture Department supply/demand projections for the 1986/87 seasons, in mln bushels, with comparisons, unless noted --     Corn -- Stocks, Aug 31, 1987, at 5,240, vs 5,595 last month. Stocks, Aug 31, 1986, at 4,040, vs 4,040 last month.     Exports projected at 1,375, vs 1,250 last month. Exports in 1985/86 at 1,241, vs 1,241 last month.     Domestic use at 5,680, vs 5,450 last month. Usage in the 1985/86 season at 5,255, vs 5,255 last month.     Wheat -- Stocks, May 31, 1987, projected at 1,848, vs 1,877 last month. Stocks on May 31, 1986, at 1,905, vs 1,905 last month.     Exports in 1986/87 season at 1,025, vs 1,025 last month. 1985/86 season at 915, vs 915 last month.     Domestic use in 1986/87 at 1,134, vs 1,105 last month. 1985/86 at 1,045, vs 1,045 last month.     Cotton -- in mln 480 lb bales - Stocks, July 31, 1987, at 5.40, vs 5.49 last month. Stocks July 31, 1986, at 9.35, vs 9.35 last month.     Exports in 1986/87 season at 6.66, vs 6.76 last month. Exports in 1985/86 - 1.96, vs 1.96 last month.     Soybeans -- in mln bushels - Stocks, Aug 31, 1987, projected at 610, vs 635 last month. Stocks Aug 31, 1986, at 536, vs 536 last month.     Soybean crushings during 1986/87 - 1,130, vs 1,115 last month. Crushings in 1985/86 at 1,053, vs 1,053 last month.     Exports in 1986/87 season at 700, vs 700 last month. Exports in 1985/86 at 740, vs 740 last month.     Soybean Oil -- mln lbs - Stocks on Sept 30, 1987, at 1,360, vs 1,200 last month. Stocks on Sept 30, 1986, at 947,  vs 947 last month.     Exports in 1986/87 at 1,350, vs 1,350 last month.  Exports in 1985/86 at 1,257, vs 1,257 last month.     Soybean Cake/Meal -- thousand short tons - Stocks, Sept 30, 1987, at 270, vs 315 last month. Stocks, Sept 30, 1986, at 212, vs 212 last month.     Exports in 1986/87 season at 6,500, vs 6,350 last month.  Exports in 1985/86 at 6,036, vs 6,008 last month.  Reuter &#3;",0,1,0,1,1
29,"USSR ADDS U.S. CORN TO COMMITMENTS - USDA The Soviet Union has added 175,600 tonnes of U.S. corn to its previous commitments for delivery in the fourth year of the U.S.-USSR Grain Supply Agreement, which began October 1, 1986, the U.S. Agriculture Department said.     According to the department's Export Sales Report, covering transactions in the week ended April 2, corn transactions consisted of 140,600 tonnes of new sales and changes in destinations for 35,000 tonnes.     Total corn commitments to the USSR  for delivery in the fourth agreement year amount to 2,825,600 tonnes. The Soviets have not purchased wheat or soybeans in the fourth year of the agreement.  Reuter &#3;",1,0,0,0,0
30,"USDA DETAILS FREE GRAIN STOCKS UNDER LOAN The U.S. Agriculture Department gave projected carryover free stocks of feedgrains, corn and wheat under loans, with comparisons, as follows, in mln bushels, except feedgrains, which is in mln tonnes --                 1986/87            1985/86            04/09/87 03/09/87  04/09/87 03/09/87  Under Regular Nine Month Loan --       WHEAT    225     300       678     678  FEEDGRAINS   52.1    68.1      75.7    75.7        CORN  1,800   2,400     2,589   2,589  Special Producer Storage Loan Program --       WHEAT    165     150       163     163  FEEDGRAINS    7.0     6.7       5.3     5.3        CORN    200     200       147     147  Reuter &#3;",1,0,0,0,1
31,"USDA ESTIMATES SOVIET WHEAT, COARSE GRAINS The U.S. Agriculture Department forecast the Soviet 1986/87 wheat crop at 92.30 mln tonnes, vs 92.30 mln tonnes last month. It put the 1985/86 crop at 78.10 mln tonnes, vs 78.10 mln tonnes last month.     Soviet 1986/87 coarse grain production is estimated at 103.30 mln tonnes, vs 103.30 mln tonnes last month. Production in 1985/86 is projected at 99.99 mln tonnes, vs 100.00 mln tonnes last month.     USSR wheat imports are forecast at 15.00 mln tonnes in 1986/87, vs 15.00 mln tonnes last month. Imports in 1985/86 are put at 15.70 mln tonnes, vs 15.70 mln tonnes last month. USDA estimated Soviet 1986/87 coarse grain imports at 12.00 mln tonnes, vs 10.00 mln tonnes last month, and 1985/86 imports at 13.70 mln tonnes, vs 13.70 mln tonnes last month.     USDA said Soviet coarse grain imports include 1986/87 corn imports, which it forecast at 8.00 mln tonnes, vs 6.00 mln tonnes last month. Corn imports in 1985/86 are estimated at 10.40 mln tonnes, vs 10.40 mln last month.     Total Soviet grain imports in 1986/87, at 28.0 mln tonnes, include one mln tonnes of miscellaneous grains.  Reuter &#3;",1,0,0,0,1
32,"WHEAT BY CLASS BREAKDOWN The U.S. Agriculture Department gave the 1986/87 breakdown of supply and distribution for wheats by classes, in mln bushels, with comparisons, as follows.     HARD WINTER --                 1986/87           1985/86            04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks 1,009   1,009      717     717  Production   1,018   1,018    1,230   1,230  Ttl Supply-X 2,027   2,027    1,947   1,947  Domestic Use   599     579      543     543  Exports        450     475      395     395  Total Use    1,049   1,054      938     938  End Stocks     978     973    1,009   1,009  Note - Season begins June 1. X-Includes imports     HARD SPRING --                 1986/87           1985/86            04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks   498     498      371     371  Production     451     451      460     460  Ttl Supply-X   956     956      838     838  Domestic Use   218     192      174     174  Exports        200     190      166     166  Total Use      418     382      340     340  End Stocks     538     574      498     498  Note - Season begins June 1. X-Includes imports.     SOFT RED --                1986/87           1985/86           04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks   79     79       64     64  Production    290    290      368    368  Ttl Supply-X  369    369      432    432  Domestic Use  181    193      204    204  Exports       120    120      149    149  Total Use     301    313      353    353  End Stocks     68     56       79     79  Note - Season begins June 1. X-Includes imports     WHITE --                1986/87           1985/86           04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks  198    198      173    173  Production    232    232      254    254  Ttl Supply-X  433    433      430    430  Domestic Use   82     83       80     80  Exports       170    160      152    152  Total Use     252    243      232    232  End Stocks    181    190      198    198  Note - Season begins June 1. X-Includes imports.     DURUM --                 1986/87            1985/86            04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks   121    121      100    100  Production      95     95      113    113  Ttl Supply-X   221    221      218    218  Domestic Use    54     58       44     44  Exports         85     80       53     53  Total Use      139    138       97     97  End Stocks      82     83      121    121  Note - Season begins June 1. X-Includes Imports.   Reuter &#3;",0,0,0,0,1
33,"USDA FORECASTS BRAZIL/ARGENTINE SOYBEAN CROPS The U.S. Agriculture Department forecast Brazil's 1986/87 soybean crop at 17.00 mln tonnes, vs 17.00 estimated last month. It put the 1985/86 crop at 13.90 mln tonnes, vs 13.70 mln last month.     The department forecast Argentina's 1986/87 soybean crop at 7.70 mln tonnes, vs 7.70 mln last month. It projected the 1985/86 crop at 7.30 mln tonnes, vs 7.30 mln last month.     Brazil's 1986/87 soybean exports were forecast at 2.50 mln tonnes, vs 2.50 mln tonnes estimated last month. USDA projected 1985/86 exports at 1.20 mln tonnes, vs 1.20 mln last month.  Reuter &#3;",0,0,0,1,0
34,"USDA ESTIMATES ARGENTINE COARSE GRAIN, WHEAT The U.S. Agriculture Department forecast Argentina's 1986/87 coarse grain crop at 13.99 mln tonnes, vs 15.44 mln tonnes last month. It estimated the 1985/86 crop at 17.06 mln tonnes, vs 17.14 mln last month.     USDA forecast Argentina's 1986/87 wheat crop at 9.00 mln tonnes, vs 9.00 mln tonnes last month, while the 1985/86 crop was projected at 8.50 mln tonnes, vs 8.50 mln last month.     USDA forecast Argentine 1986/87 coarse grain exports at 6.60 mln tonnes, vs 7.73 mln tonnes last month, and projected 1985/86 exports at 9.43 mln tonnes, vs 9.58 mln last month.  Reuter &#3;",0,0,0,0,1
35,"USDA ESTIMATES AUSTRALIA WHEAT CROP The U.S. Agriculture Department forecast Australia's 1986/87 wheat crop at 16.70 mln tonnes, vs 17.30 mln tonnes last month. It estimated 1985/86 output at 16.13 mln tonnes, vs 16.13 mln last month.     Australian wheat exports in 1986/87 are forecast at 14.50 mln tonnes, vs 14.50 mln tonnes last month, while exports in 1985/86 are estimated at 15.96 mln tonnes, vs 15.96 mln last month.  Reuter &#3;",0,0,0,0,1
36,"USDA ESTIMATES CHINA WHEAT The U.S. Agriculture Department projected China's 1986/87 wheat crop at 90.30 mln tonnes, vs 88.50 mln tonnes last month. It estimated the 1985/86 crop at 85.81 mln tonnes, vs 85.81 mln last month.     USDA projected China's 1986/87 wheat imports at 7.00 mln tonnes, vs 7.00 mln tonnes last month, and estimated 1985/86 imports at 6.60 mln tonnes, vs 6.60 mln last month.  Reuter &#3;",0,0,0,0,1
37,"USDA ESTIMATES CANADIAN CROPS The U.S. Agriculture Department estimated Canada's 1986/87 wheat crop at 31.85 mln tonnes, vs 31.85 mln tonnes last month. It estimated 1985/86 output at 24.25 mln tonnes, vs 24.25 mln last month.     Canadian 1986/87 coarse grain production is projected at 27.62 mln tonnes, vs 27.62 mln tonnes last month. Production in 1985/86 is estimated at 24.95 mln tonnes, vs 24.95 mln last month.     Canadian wheat exports in 1986/87 are forecast at 19.00 mln tonnes, vs 19.00 mln tonnes last month. Exports in 1985/86 are estimated at 17.72 mln tonnes, vs 17.71 mln last month.  Reuter &#3;",0,0,0,0,1
